user_id,month,year,age,city,marital_status,dependents,monthly_income,bonus,expense_rent,expense_food,expense_transport,expense_utilities,expense_education,expense_healthcare,expense_entertainment,expense_shopping,expense_other,total_expenses,net_savings,savings_rate
USER0002,11,2025,25,Khulna,Married,0,45670.11,0.0,9815.23,9550.49,2370.4,3228.44,0.0,1867.35,2583.82,3259.73,1102.2,33777.66,11892.45,26.04
USER0002,12,2025,25,Khulna,Married,0,47422.58,46809.18,7077.53,8180.55,2402.25,3544.99,0.0,1406.18,2259.54,1572.33,1737.85,28181.23,66050.53,139.28
USER0002,13,2025,25,Khulna,Married,0,46001.19,0.0,8046.75,10600.79,5205.75,2142.15,0.0,1604.67,1637.25,1211.09,2017.66,32466.1,13535.09,29.42
USER0002,14,2025,25,Khulna,Married,0,45035.87,0.0,10445.35,8024.69,4033.51,2326.32,0.0,1018.18,3033.67,2249.89,2184.72,33316.34,11719.52,26.02
USER0002,15,2025,25,Khulna,Married,0,45811.85,0.0,8706.49,11284.02,2407.22,3448.95,0.0,1223.46,3593.13,2981.78,1207.3,34852.35,10959.5,23.92
USER0002,16,2025,25,Khulna,Married,0,45478.09,0.0,6414.5,9390.72,2485.22,2934.02,0.0,1135.64,3438.85,2792.85,1348.69,29940.49,15537.59,34.17
USER0002,17,2025,25,Khulna,Married,0,43324.89,0.0,10113.64,6686.6,4873.47,2254.54,0.0,1551.16,4163.72,1917.04,1320.18,32880.35,10444.54,24.11
USER0002,18,2025,25,Khulna,Married,0,44778.03,0.0,6342.34,10913.64,5175.03,2522.61,0.0,2624.16,2838.16,1870.64,1281.03,33567.6,11210.43,25.04
USER0002,19,2025,25,Khulna,Married,0,43598.98,0.0,6154.63,7203.77,3673.39,2570.15,0.0,1807.81,3409.09,1838.64,1273.13,27930.62,15668.36,35.94
USER0002,20,2025,25,Khulna,Married,0,47238.4,0.0,7014.25,10143.55,5314.99,3056.72,0.0,1324.98,2638.35,3293.22,634.66,33420.72,13817.68,29.25
USER0002,21,2025,25,Khulna,Married,0,43646.02,0.0,6673.62,7971.81,3115.48,2387.1,0.0,936.12,2767.83,2697.81,495.65,27045.44,16600.59,38.03
USER0002,22,2025,25,Khulna,Married,0,44488.4,0.0,9458.8,7251.52,2315.32,2836.78,0.0,1332.84,1539.75,1793.16,860.18,27388.35,17100.05,38.44
USER0002,23,2025,25,Khulna,Married,0,45388.55,0.0,10836.33,8461.62,5217.05,3064.47,0.0,2575.51,4100.15,1119.64,746.75,36121.51,9267.04,20.42
USER0002,24,2025,25,Khulna,Married,0,44474.75,0.0,9833.18,7203.43,3967.7,1971.62,0.0,979.24,2461.58,2337.77,699.59,29454.1,15020.64,33.77
USER0003,1,2025,52,Khulna,Single,1,150504.67,0.0,32712.21,32217.25,17104.29,9486.29,10982.13,6866.18,5117.58,4159.71,2536.65,121182.29,29322.37,19.48
USER0003,2,2025,52,Khulna,Single,1,137473.7,0.0,20212.06,30834.5,15597.04,6732.25,12168.88,6698.97,7446.1,3370.46,3385.74,106446.0,31027.7,22.57
USER0003,3,2025,52,Khulna,Single,1,143330.05,0.0,32979.24,34486.19,9512.8,10973.9,10408.47,5423.56,8717.25,6622.94,6052.51,125176.87,18153.18,12.67
USER0003,4,2025,52,Khulna,Single,1,148832.22,0.0,34407.06,34840.85,15791.34,11323.43,17615.36,5165.84,11264.0,7714.29,2488.93,140611.1,8221.12,5.52
USER0003,5,2025,52,Khulna,Single,1,138791.24,0.0,33985.79,28402.59,9083.31,5290.92,16367.94,8654.12,6686.19,6549.57,2375.78,117396.22,21395.02,15.42
USER0003,6,2025,52,Khulna,Single,1,138595.65,0.0,25883.01,29371.77,11703.3,9088.63,20676.39,5920.2,12134.39,9775.04,1924.65,126477.38,12118.27,8.74
USER0003,7,2025,52,Khulna,Single,1,147612.23,0.0,23680.89,26719.93,11751.42,4823.81,5003.21,7705.14,8948.15,8464.8,5297.56,102394.91,45217.33,30.63
USER0003,8,2025,52,Khulna,Single,1,145032.88,0.0,20413.3,26540.52,15134.61,9200.19,11041.24,6965.71,11793.79,11559.58,5653.74,118302.69,26730.19,18.43
USER0003,9,2025,52,Khulna,Single,1,146471.01,0.0,24544.88,32863.26,13123.53,9112.56,15542.72,5670.06,8632.52,3898.02,5233.83,118621.38,27849.63,19.01
USER0003,10,2025,52,Khulna,Single,1,148762.35,0.0,23592.07,38857.53,9384.97,11726.38,10318.72,9317.53,10222.69,5773.86,4406.03,123599.78,25162.57,16.91
USER0003,11,2025,52,Khulna,Single,1,147269.43,0.0,36002.93,25698.31,10290.07,9850.76,13063.1,8217.32,12541.31,7449.87,3292.39,126406.06,20863.37,14.17
USER0003,12,2025,52,Khulna,Single,1,143792.76,243855.48,21566.09,30568.86,7323.91,8011.69,17319.2,7078.45,11602.06,9897.82,4224.4,117592.48,270055.75,187.81
USER0003,13,2025,52,Khulna,Single,1,142516.68,0.0,23987.97,26485.06,13959.86,11094.99,21213.02,3534.02,10350.05,7584.17,5109.23,123318.37,19198.32,13.47
USER0003,14,2025,52,Khulna,Single,1,151294.18,0.0,34906.58,34524.37,17232.39,10557.72,9844.42,4845.76,11524.26,9404.14,3615.75,136455.38,14838.8,9.81
USER0003,15,2025,52,Khulna,Single,1,149773.4,0.0,25763.97,37560.26,13224.17,4550.09,20466.97,3449.77,6371.69,6730.55,6376.62,124494.09,25279.31,16.88
USER0003,16,2025,52,Khulna,Single,1,146557.24,0.0,24104.71,28947.53,16567.47,6519.32,4803.52,6872.65,5363.53,3806.69,3637.65,100623.06,45934.18,31.34
USER0003,17,2025,52,Khulna,Single,1,142793.01,0.0,22711.51,30479.84,14728.7,4865.29,16923.89,7348.35,13633.88,4253.38,2414.35,117359.18,25433.83,17.81
USER0003,18,2025,52,Khulna,Single,1,150695.29,0.0,24631.74,34950.59,13855.13,7887.0,16724.87,4098.5,10513.58,11139.44,6805.9,130606.75,20088.54,13.33
USER0003,19,2025,52,Khulna,Single,1,148058.6,0.0,25477.22,36589.47,11783.55,8459.5,9066.57,6579.08,5070.79,8483.8,2216.48,113726.46,34332.15,23.19
USER0003,20,2025,52,Khulna,Single,1,149995.92,0.0,29455.96,33100.67,8683.13,11044.88,19263.34,7230.94,6784.9,7058.16,3266.19,125888.16,24107.75,16.07
USER0003,21,2025,52,Khulna,Single,1,143293.62,0.0,23066.2,28695.42,14389.84,8680.73,7592.9,6695.15,5254.15,10398.32,5405.29,110178.0,33115.63,23.11
USER0003,22,2025,52,Khulna,Single,1,140069.73,0.0,34224.04,26433.84,10295.58,6476.22,13082.08,7046.95,13693.62,9207.05,1462.36,121921.73,18148.0,12.96
USER0003,23,2025,52,Khulna,Single,1,144057.13,0.0,20262.67,36799.33,12417.11,4688.41,3693.25,4464.82,6690.47,4817.68,3283.74,97117.49,46939.65,32.58
USER0003,24,2025,52,Khulna,Single,1,146092.93,0.0,23099.54,24147.1,8305.07,8921.14,3092.42,7769.83,6924.95,8736.22,2003.69,92999.94,53092.99,36.34
USER0004,1,2025,40,Sylhet,Divorced,1,151121.76,0.0,37500.93,25404.3,8167.03,8389.87,5257.5,8792.89,13027.62,11079.54,1544.5,119164.18,31957.57,21.15
USER0004,2,2025,40,Sylhet,Divorced,1,142776.78,0.0,36354.67,23752.52,8414.84,10410.83,13147.98,7200.37,6589.48,4824.35,7032.31,117727.35,25049.42,17.54
USER0004,3,2025,40,Sylhet,Divorced,1,150487.26,0.0,30240.48,29349.18,14200.44,6999.48,20492.41,6303.69,5311.29,6109.56,5038.57,124045.1,26442.17,17.57
USER0004,4,2025,40,Sylhet,Divorced,1,143751.46,0.0,24281.63,31260.53,15747.3,11095.12,15957.48,6181.44,8074.56,10986.53,5920.42,129505.0,14246.46,9.91
USER0004,5,2025,40,Sylhet,Divorced,1,144828.38,0.0,36588.83,25441.76,10324.95,9613.2,10660.28,5236.27,5204.76,5948.55,1719.51,110738.11,34090.27,23.54
USER0004,6,2025,40,Sylhet,Divorced,1,152837.23,0.0,36802.21,38248.62,10055.38,6392.01,18913.31,7059.17,7044.74,7787.68,3884.2,136187.32,16649.9,10.89
USER0004,7,2025,40,Sylhet,Divorced,1,150800.39,0.0,28415.84,25107.14,11427.72,4778.08,19826.39,8916.26,14407.04,3525.7,4545.61,120949.79,29850.6,19.79
USER0004,8,2025,40,Sylhet,Divorced,1,145625.77,0.0,29479.02,28463.98,11628.64,7385.55,6587.27,7821.35,13150.42,8350.86,7165.69,120032.79,25592.98,17.57
USER0004,9,2025,40,Sylhet,Divorced,1,145572.87,0.0,34303.05,25783.94,10524.47,8350.66,17140.82,6949.24,4826.14,9925.98,6768.69,124572.98,20999.88,14.43
USER0004,10,2025,40,Sylhet,Divorced,1,145558.71,0.0,35582.32,34950.83,8937.1,5937.42,4736.18,7782.45,9826.31,11644.32,1853.12,121250.05,24308.65,16.7
USER0004,11,2025,40,Sylhet,Divorced,1,155169.97,0.0,23799.55,36123.19,15562.02,5547.76,22926.05,3713.46,6762.05,7774.27,7120.82,129329.17,25840.8,16.65
USER0004,12,2025,40,Sylhet,Divorced,1,150640.79,118940.88,28977.3,28573.15,10331.69,11234.71,17012.71,8007.13,13487.08,7618.94,6679.54,131922.24,137659.44,91.38
USER0004,13,2025,40,Sylhet,Divorced,1,141399.83,0.0,31608.63,33105.29,7412.72,9778.63,17335.79,5318.17,12009.83,5253.88,6345.64,128168.58,13231.25,9.36
USER0004,14,2025,40,Sylhet,Divorced,1,142906.8,0.0,23063.12,38762.02,10816.67,9425.83,3099.95,7787.14,5911.65,5751.23,2102.21,106719.82,36186.99,25.32
USER0004,15,2025,40,Sylhet,Divorced,1,153802.74,0.0,35704.76,39463.6,15975.24,7425.32,12303.52,5224.07,8206.22,7047.8,4480.82,135831.34,17971.4,11.68
USER0004,16,2025,40,Sylhet,Divorced,1,143541.29,0.0,31381.31,32257.1,8208.82,7225.91,9869.63,4272.49,9055.45,3048.81,3300.3,108619.83,34921.47,24.33
USER0004,17,2025,40,Sylhet,Divorced,1,144828.89,0.0,25903.2,31630.06,13718.04,5542.4,18659.54,3553.6,10922.84,3997.22,6294.39,120221.28,24607.61,16.99
USER0004,18,2025,40,Sylhet,Divorced,1,149870.97,0.0,25487.09,25928.84,13162.31,11108.7,17634.0,6178.06,7639.09,6819.13,3430.65,117387.87,32483.1,21.67
USER0004,19,2025,40,Sylhet,Divorced,1,143957.61,0.0,37285.84,33770.21,17171.81,4892.13,10735.3,6594.57,13156.53,4682.49,6090.01,134378.89,9578.72,6.65
USER0004,20,2025,40,Sylhet,Divorced,1,154004.47,0.0,27095.78,29559.44,14202.7,12311.09,7114.45,7886.26,14661.05,9908.92,6215.9,128955.59,25048.88,16.27
USER0004,21,2025,40,Sylhet,Divorced,1,149128.18,0.0,35554.47,36917.5,16039.1,9087.59,9973.62,3429.99,5913.77,6725.32,4010.58,127651.94,21476.24,14.4
USER0004,22,2025,40,Sylhet,Divorced,1,141705.31,0.0,36043.12,37298.74,7812.22,9824.78,9399.41,4695.44,7758.97,9765.51,1448.46,124046.65,17658.65,12.46
USER0004,23,2025,40,Sylhet,Divorced,1,150654.14,0.0,29065.44,27390.97,17245.29,6149.39,14185.45,5141.65,10318.96,7102.83,4973.13,121573.11,29081.03,19.3
USER0004,24,2025,40,Sylhet,Divorced,1,148399.78,0.0,27207.14,32933.81,12897.18,8948.66,5722.5,7545.68,9550.33,3450.18,2113.66,110369.15,38030.64,25.63
USER0005,1,2025,47,Sylhet,Single,1,97322.09,0.0,15035.37,21891.22,11408.83,6547.46,12361.52,3858.18,8426.37,4075.57,4382.41,87986.94,9335.15,9.59
USER0005,2,2025,47,Sylhet,Single,1,95475.48,0.0,22939.9,17986.23,8348.17,5568.78,9220.24,4943.31,9284.41,2986.36,2861.31,84138.71,11336.76,11.87
USER0005,3,2025,47,Sylhet,Single,1,104363.78,0.0,26998.93,19701.85,11422.93,3554.99,3799.34,5501.1,6060.14,2763.76,4856.94,84659.99,19703.79,18.88
USER0005,4,2025,47,Sylhet,Single,1,100259.78,0.0,25119.94,18038.78,10938.85,7861.31,9323.12,3230.34,3602.66,4424.29,4501.52,87040.8,13218.98,13.18
USER0005,5,2025,47,Sylhet,Single,1,96493.83,0.0,24494.24,22195.61,10368.19,6102.36,4616.78,5266.8,4785.2,4838.73,3972.33,86640.24,9853.59,10.21
USER0005,6,2025,47,Sylhet,Single,1,96126.13,0.0,16908.62,21330.66,8161.77,6288.78,10664.76,3766.08,7800.04,3732.78,1720.75,80374.23,15751.9,16.39
USER0005,7,2025,47,Sylhet,Single,1,100651.5,0.0,25862.4,26959.46,8959.5,6453.62,10789.11,3826.55,8311.31,3453.86,1009.59,95625.4,5026.1,4.99
USER0005,8,2025,47,Sylhet,Single,1,104241.66,0.0,25506.16,24622.6,10532.26,5714.11,11537.31,4982.58,6492.15,6683.14,4683.78,100754.09,3487.57,3.35
USER0005,9,2025,47,Sylhet,Single,1,95498.43,0.0,15389.8,20288.22,5491.47,7245.11,5775.43,2634.78,9261.76,5812.16,4697.86,76596.6,18901.83,19.79
USER0005,10,2025,47,Sylhet,Single,1,102331.97,0.0,22041.42,19640.5,5482.75,4746.03,6836.1,6329.84,9155.48,4465.78,2206.36,80904.27,21427.7,20.94
USER0005,11,2025,47,Sylhet,Single,1,96113.68,0.0,14553.23,21637.02,6875.43,5878.12,12001.61,3324.31,5241.45,6910.06,3280.55,79701.77,16411.91,17.08
USER0005,12,2025,47,Sylhet,Single,1,100015.07,112344.27,18654.55,17985.51,6493.57,5813.3,12402.27,3655.31,5339.1,6335.29,3360.05,80038.94,132320.4,132.3
USER0005,13,2025,47,Sylhet,Single,1,104199.68,0.0,27309.8,17536.31,5363.12,3963.21,5050.65,4517.7,6190.41,6955.12,4008.48,80894.79,23304.9,22.37
USER0005,14,2025,47,Sylhet,Single,1,97181.19,0.0,20181.31,23272.6,7527.15,7706.17,2595.9,2442.44,3807.36,5117.94,4018.38,76669.26,20511.94,21.11
USER0005,15,2025,47,Sylhet,Single,1,102287.48,0.0,19445.43,22683.32,8519.34,4545.12,10273.76,4972.36,5618.12,3907.22,1604.1,81568.78,20718.7,20.26
USER0005,16,2025,47,Sylhet,Single,1,98917.35,0.0,18938.56,26516.39,4948.67,5797.56,3192.66,2088.89,5503.0,3193.62,4687.23,74866.58,24050.77,24.31
USER0005,17,2025,47,Sylhet,Single,1,101722.44,0.0,21999.76,27383.49,10796.42,3322.11,9120.11,4839.01,6247.9,5361.06,4177.4,93247.27,8475.18,8.33
USER0005,18,2025,47,Sylhet,Single,1,101340.73,0.0,15759.45,18174.39,10761.3,5848.16,5911.61,4330.13,5184.91,4105.95,1266.62,71342.52,29998.21,29.6
USER0005,19,2025,47,Sylhet,Single,1,97898.18,0.0,21118.29,18010.56,6356.88,3923.33,13838.78,2780.22,3741.44,6586.28,3160.06,79515.84,18382.34,18.78
USER0005,20,2025,47,Sylhet,Single,1,96536.62,0.0,20545.65,25249.94,10628.18,7471.1,3244.39,2704.53,7249.18,2641.28,4157.5,83891.75,12644.87,13.1
USER0005,21,2025,47,Sylhet,Single,1,100106.38,0.0,19486.55,19935.93,7285.18,5273.28,2043.8,2301.41,7149.64,2024.81,1114.78,66615.39,33490.98,33.46
USER0005,22,2025,47,Sylhet,Single,1,104317.15,0.0,15749.6,25505.38,11737.92,6667.25,8603.74,4866.57,3846.93,4721.69,2981.3,84680.37,19636.78,18.82
USER0005,23,2025,47,Sylhet,Single,1,97486.71,0.0,25094.6,23588.45,8698.36,6536.37,3133.3,4836.21,3631.24,2691.09,1029.72,79239.33,18247.37,18.72
USER0005,24,2025,47,Sylhet,Single,1,103256.12,0.0,24348.9,17214.44,7829.8,4579.92,10519.14,3819.77,3346.45,7147.32,1680.06,80485.81,22770.31,22.05
USER0006,1,2025,38,Dhaka,Single,1,108127.72,0.0,36907.35,23380.01,8845.58,8177.24,3826.72,2289.13,5660.02,6176.04,1588.43,96850.5,11277.22,10.43
USER0006,2,2025,38,Dhaka,Single,1,109729.9,0.0,31194.54,26737.15,5704.51,6203.61,3938.98,4857.95,9938.17,5719.59,2638.68,96933.19,12796.71,11.66
USER0006,3,2025,38,Dhaka,Single,1,105275.25,0.0,34939.78,18712.02,11648.64,6863.45,6527.78,5093.08,8213.12,3924.5,3163.86,99086.23,6189.02,5.88
USER0006,4,2025,38,Dhaka,Single,1,106065.13,0.0,27482.92,26577.41,11058.65,3773.14,5766.49,4410.69,4550.43,7508.25,4418.11,95546.09,10519.04,9.92
USER0006,5,2025,38,Dhaka,Single,1,111608.33,0.0,33839.72,27577.67,9950.71,8513.0,9963.2,6078.07,9604.73,7196.69,2541.07,115264.87,-3656.54,-3.28
USER0006,6,2025,38,Dhaka,Single,1,107274.71,0.0,23544.82,22273.15,11126.32,7538.89,7519.91,5634.31,5880.14,3816.62,5210.2,92544.36,14730.35,13.73
USER0006,7,2025,38,Dhaka,Single,1,108031.51,0.0,27163.82,21234.58,11780.29,7807.24,5429.68,5580.96,9274.15,4610.85,4504.26,97385.82,10645.69,9.85
USER0006,8,2025,38,Dhaka,Single,1,112577.49,0.0,31854.05,25797.72,8655.85,7848.63,16275.72,3861.9,3925.7,3558.58,2157.14,103935.29,8642.2,7.68
USER0006,9,2025,38,Dhaka,Single,1,105556.77,0.0,25438.42,20769.89,12251.28,3167.35,13463.59,3735.18,9783.35,4079.12,1759.98,94448.16,11108.61,10.52
USER0006,10,2025,38,Dhaka,Single,1,106448.11,0.0,26578.64,26243.93,8033.32,5823.31,5037.99,2683.94,5642.94,3513.9,2640.54,86198.5,20249.61,19.02
USER0006,11,2025,38,Dhaka,Single,1,112919.25,0.0,33380.59,22918.88,10606.26,7668.66,3854.61,6734.35,7869.64,4935.67,5276.48,103245.13,9674.12,8.57
USER0006,12,2025,38,Dhaka,Single,1,111628.02,79378.1,23574.74,25087.24,8659.89,8764.64,9408.97,6591.34,4353.58,4635.56,1324.53,92400.48,98605.64,88.33
USER0006,13,2025,38,Dhaka,Single,1,103203.78,0.0,25560.1,26125.37,8148.75,6711.72,13274.0,3853.71,3577.62,2114.02,2436.64,91801.94,11401.84,11.05
USER0006,14,2025,38,Dhaka,Single,1,104285.92,0.0,29686.25,22929.8,8706.43,7243.58,3141.94,4159.16,5877.84,8241.48,4556.34,94542.83,9743.09,9.34
USER0006,15,2025,38,Dhaka,Single,1,110109.37,0.0,29590.58,20022.96,12039.95,7495.05,5175.34,4397.76,3754.1,6527.08,2536.46,91539.28,18570.09,16.87
USER0006,16,2025,38,Dhaka,Single,1,112477.3,0.0,34482.7,20533.75,6420.69,6965.73,10951.33,5826.8,7090.37,4526.38,5335.93,102133.69,10343.62,9.2
USER0006,17,2025,38,Dhaka,Single,1,108754.16,0.0,22480.31,24483.38,11215.16,4066.59,10127.46,5353.42,5255.88,5497.35,3178.2,91657.75,17096.41,15.72
USER0006,18,2025,38,Dhaka,Single,1,105388.19,0.0,24515.31,25588.6,6836.3,7854.39,2878.85,3964.29,4343.46,3824.94,4530.36,84336.49,21051.7,19.98
USER0006,19,2025,38,Dhaka,Single,1,105153.79,0.0,29859.39,20057.05,6312.26,7920.18,13399.13,3442.82,9552.96,5370.08,1541.26,97455.12,7698.68,7.32
USER0006,20,2025,38,Dhaka,Single,1,109900.15,0.0,29000.21,29614.46,8820.56,6706.27,8389.17,5682.98,9095.71,5602.16,2185.61,105097.13,4803.03,4.37
USER0006,21,2025,38,Dhaka,Single,1,104601.54,0.0,34774.43,23740.31,9792.38,6378.78,3066.14,5495.81,3975.67,2367.94,3157.85,92749.31,11852.24,11.33
USER0006,22,2025,38,Dhaka,Single,1,106766.82,0.0,22607.94,29078.19,12717.9,3209.41,13691.41,4123.44,8215.77,4556.01,1302.26,99502.34,7264.49,6.8
USER0006,23,2025,38,Dhaka,Single,1,107650.28,0.0,29443.87,19142.02,8378.87,7730.95,11072.43,4003.01,9765.74,7014.71,1457.85,98009.44,9640.84,8.96
USER0006,24,2025,38,Dhaka,Single,1,106350.88,0.0,23961.83,25496.79,6540.31,3793.73,3345.61,5761.56,5810.75,2987.52,1618.47,79316.59,27034.29,25.42
USER0007,1,2025,32,Barisal,Divorced,1,58180.74,0.0,13114.34,14841.07,6791.08,3460.62,6931.73,1243.66,2005.48,3186.58,1027.32,52601.89,5578.86,9.59
USER0007,2,2025,32,Barisal,Divorced,1,58311.93,0.0,8479.84,10850.52,2995.36,2897.6,8012.26,2500.62,2575.8,1728.85,1451.57,41492.41,16819.52,28.84
USER0007,3,2025,32,Barisal,Divorced,1,54447.32,0.0,9416.53,12667.31,4589.76,3532.04,3959.83,1331.02,3964.44,2781.96,2014.3,44257.19,10190.14,18.72
USER0007,4,2025,32,Barisal,Divorced,1,57972.9,0.0,12500.85,12268.51,6736.41,3985.19,7602.73,1767.08,5004.95,2315.31,812.4,52993.44,4979.46,8.59
USER0007,5,2025,32,Barisal,Divorced,1,57250.1,0.0,7780.1,10898.75,4016.43,2013.92,3109.69,3226.07,3351.56,2904.9,1584.93,38886.36,18363.74,32.08
USER0007,6,2025,32,Barisal,Divorced,1,55892.71,0.0,8030.33,9644.91,5824.7,4123.56,5228.43,1508.73,3008.88,1950.14,1582.42,40902.09,14990.62,26.82
USER0007,7,2025,32,Barisal,Divorced,1,57490.96,0.0,9847.22,14133.45,5072.93,1910.52,2216.73,3440.24,2533.44,4088.44,2484.06,45727.02,11763.94,20.46
